"geneid"	"SRR2040653"	"SRR2040654"	"SRR2040655"	"SRR2040656"	"SRR2040657"	"SRR2040658"
"WBGene00003693"	"33"	"14"	"10"	"27"	"14"	"15"
"WBGene00003617"	"71"	"19"	"6"	"62"	"12"	"17"
"WBGene00003716"	"28"	"6"	"3"	"15"	"0"	"5"
"WBGene00003724"	"129"	"34"	"33"	"103"	"18"	"25"
"WBGene00003686"	"54"	"20"	"14"	"38"	"19"	"13"
"WBGene00018413"	"219"	"51"	"62"	"148"	"122"	"129"
"WBGene00023039"	"1"	"1"	"0"	"0"	"1"	"0"
"WBGene00018262"	"51"	"23"	"46"	"24"	"27"	"30"
"WBGene00018261"	"45"	"20"	"23"	"56"	"73"	"88"
"WBGene00018264"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00018260"	"177"	"24"	"18"	"102"	"27"	"25"
"WBGene00006279"	"2"	"2"	"0"	"0"	"0"	"2"
"WBGene00023284"	"109"	"27"	"26"	"44"	"7"	"12"
"WBGene00018265"	"63"	"9"	"34"	"20"	"33"	"18"
"WBGene00202502"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018266"	"23"	"5"	"6"	"15"	"10"	"6"
"WBGene00021163"	"3"	"2"	"0"	"3"	"4"	"2"
"WBGene00021162"	"2"	"0"	"0"	"3"	"1"	"0"
"WBGene00044521"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00000027"	"0"	"1"	"2"	"1"	"0"	"0"
"WBGene00196324"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00003649"	"49"	"12"	"2"	"16"	"6"	"2"
"WBGene00020853"	"36"	"0"	"0"	"6"	"0"	"0"
"WBGene00020852"	"73"	"9"	"7"	"46"	"17"	"16"
"WBGene00020851"	"3"	"0"	"0"	"0"	"3"	"1"
"WBGene00020849"	"36"	"4"	"2"	"17"	"4"	"16"
"WBGene00174687"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00003705"	"9"	"2"	"0"	"4"	"0"	"0"
"WBGene00020850"	"31"	"10"	"5"	"14"	"3"	"3"
"WBGene00268202"	"6"	"0"	"0"	"2"	"0"	"0"
"WBGene00235117"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021232"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021233"	"0"	"2"	"2"	"1"	"0"	"0"
"WBGene00021230"	"0"	"0"	"1"	"0"	"1"	"0"
"WBGene00021234"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00021235"	"6"	"5"	"3"	"2"	"5"	"9"
"WBGene00021236"	"1270"	"2163"	"470"	"972"	"1173"	"943"
"WBGene00017500"	"6268"	"7115"	"2212"	"1543"	"1513"	"2106"
"WBGene00017501"	"138"	"853"	"142"	"267"	"319"	"487"
"WBGene00017498"	"675"	"1033"	"381"	"774"	"935"	"1147"
"WBGene00017490"	"6154"	"7182"	"2253"	"1513"	"1477"	"2146"
"WBGene00017499"	"1211"	"2177"	"482"	"985"	"1177"	"887"
"WBGene00017497"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00017491"	"0"	"2"	"1"	"0"	"0"	"0"
"WBGene00017492"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00017493"	"1"	"0"	"0"	"1"	"0"	"0"
"WBGene00017494"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00017496"	"1"	"0"	"1"	"0"	"0"	"0"
"WBGene00021222"	"0"	"1"	"1"	"0"	"0"	"0"
"WBGene00021224"	"425"	"1182"	"2610"	"6"	"18"	"31"
"WBGene00021223"	"1"	"1"	"3"	"0"	"3"	"0"
"WBGene00021221"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021225"	"0"	"0"	"0"	"1"	"1"	"0"
"WBGene00021226"	"4"	"1"	"0"	"0"	"1"	"0"
"WBGene00021227"	"6"	"28"	"23"	"29"	"51"	"25"
"WBGene00021220"	"2"	"0"	"1"	"0"	"1"	"0"
"WBGene00021219"	"13"	"8"	"4"	"11"	"13"	"8"
"WBGene00044734"	"64"	"350"	"285"	"315"	"276"	"213"
"WBGene00044099"	"0"	"1"	"0"	"0"	"0"	"3"
"WBGene00021218"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021217"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00021228"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044902"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021216"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044735"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005137"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00015731"	"18"	"15"	"51"	"16"	"61"	"38"
"WBGene00005148"	"2"	"0"	"1"	"0"	"1"	"0"
"WBGene00006170"	"0"	"0"	"0"	"0"	"2"	"0"
"WBGene00006171"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00015730"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018913"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018914"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018912"	"0"	"0"	"0"	"0"	"2"	"2"
"WBGene00195293"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018915"	"0"	"0"	"0"	"1"	"1"	"0"
"WBGene00018911"	"0"	"3"	"3"	"0"	"0"	"0"
"WBGene00018917"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018910"	"475"	"1253"	"2606"	"7"	"14"	"24"
"WBGene00018918"	"3"	"6"	"2"	"4"	"0"	"1"
"WBGene00003521"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018919"	"0"	"0"	"0"	"0"	"2"	"0"
"WBGene00018920"	"4"	"0"	"1"	"0"	"0"	"1"
"WBGene00015273"	"10"	"33"	"32"	"22"	"40"	"37"
"WBGene00015272"	"3"	"0"	"1"	"1"	"0"	"0"
"WBGene00015271"	"9"	"15"	"7"	"12"	"13"	"4"
"WBGene00015270"	"79"	"353"	"291"	"297"	"285"	"237"
"WBGene00005138"	"2"	"1"	"1"	"0"	"0"	"0"
"WBGene00005139"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00006284"	"0"	"0"	"1"	"0"	"0"	"0"
"WBGene00006136"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00015269"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006283"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021571"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021570"	"1"	"1"	"0"	"0"	"0"	"0"
"WBGene00044131"	"22"	"7"	"50"	"11"	"72"	"39"
"WBGene00021572"	"0"	"0"	"1"	"1"	"0"	"0"
"WBGene00021573"	"0"	"0"	"1"	"0"	"0"	"0"
"WBGene00021569"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021568"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021567"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021574"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021566"	"1"	"0"	"1"	"1"	"2"	"1"
"WBGene00006200"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00001758"	"189"	"274"	"521"	"20"	"29"	"108"
"WBGene00021565"	"16"	"6"	"5"	"8"	"0"	"1"
"WBGene00172849"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005607"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00005608"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016233"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00268203"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016232"	"0"	"0"	"0"	"0"	"2"	"0"
"WBGene00016231"	"15"	"0"	"0"	"44"	"0"	"0"
"WBGene00016234"	"78"	"863"	"1206"	"743"	"1275"	"1519"
"WBGene00016230"	"17"	"13"	"12"	"6"	"30"	"11"
"WBGene00018760"	"629"	"1322"	"1300"	"1292"	"1398"	"1529"
"WBGene00018761"	"6"	"0"	"0"	"4"	"1"	"1"
"WBGene00268204"	"123"	"187"	"155"	"219"	"204"	"203"
"WBGene00018762"	"1014"	"1496"	"1967"	"1982"	"2418"	"2809"
"WBGene00018759"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00000056"	"17"	"5"	"7"	"10"	"3"	"1"
"WBGene00173048"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018758"	"469"	"360"	"207"	"991"	"478"	"174"
"WBGene00005477"	"5"	"1"	"0"	"1"	"1"	"1"
"WBGene00197330"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020961"	"0"	"0"	"3"	"0"	"1"	"3"
"WBGene00195346"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00196357"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00206511"	"3"	"2"	"0"	"5"	"0"	"1"
"WBGene00194896"	"2"	"0"	"1"	"0"	"0"	"2"
"WBGene00302982"	"2"	"3"	"1"	"3"	"2"	"0"
"WBGene00020957"	"20"	"37"	"12"	"22"	"48"	"11"
"WBGene00220114"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00220115"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020962"	"484"	"504"	"400"	"471"	"531"	"461"
"WBGene00020955"	"40"	"37"	"45"	"55"	"83"	"32"
"WBGene00201661"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00003579"	"256"	"215"	"218"	"298"	"280"	"319"
"WBGene00202271"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023157"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020954"	"153"	"316"	"930"	"229"	"1173"	"897"
"WBGene00020952"	"396"	"267"	"329"	"647"	"781"	"791"
"WBGene00020953"	"113"	"57"	"37"	"76"	"34"	"57"
"WBGene00201453"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023158"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00200238"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00021564"	"69"	"63"	"225"	"100"	"292"	"174"
"WBGene00021563"	"307"	"145"	"165"	"191"	"231"	"167"
"WBGene00021562"	"344"	"252"	"476"	"469"	"251"	"305"
"WBGene00016048"	"2778"	"3168"	"2701"	"1863"	"2106"	"2657"
"WBGene00199406"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016049"	"1"	"1"	"3"	"8"	"3"	"6"
"WBGene00016047"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016050"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00016051"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005217"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005216"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006081"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006099"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016052"	"757"	"547"	"85"	"193"	"162"	"37"
"WBGene00005214"	"0"	"0"	"0"	"0"	"0"	"1"
"WBGene00005213"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005218"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005219"	"0"	"0"	"0"	"0"	"0"	"2"
"WBGene00005916"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00268205"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005915"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005917"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005918"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005919"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005215"	"10"	"0"	"0"	"2"	"0"	"0"
"WBGene00019885"	"15"	"10"	"2"	"13"	"8"	"6"
"WBGene00000977"	"157"	"88"	"66"	"2"	"5"	"3"
"WBGene00019886"	"1"	"0"	"0"	"2"	"0"	"0"
"WBGene00000978"	"41"	"15"	"19"	"34"	"16"	"25"
"WBGene00005279"	"0"	"0"	"0"	"0"	"1"	"0"
"WBGene00005606"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005605"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019887"	"10"	"0"	"0"	"8"	"0"	"0"
"WBGene00004130"	"579"	"910"	"729"	"581"	"1135"	"540"
"WBGene00219966"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018824"	"39"	"0"	"0"	"14"	"0"	"0"
"WBGene00236799"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018823"	"181"	"64"	"69"	"63"	"84"	"207"
"WBGene00268206"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018825"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00018826"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005259"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020183"	"262"	"105"	"65"	"93"	"46"	"54"
"WBGene00005749"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005629"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005627"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023335"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023336"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023337"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00023338"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005626"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005628"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020182"	"33"	"34"	"17"	"15"	"9"	"0"
"WBGene00023339"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005635"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005634"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005633"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005476"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005478"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00005447"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005448"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005449"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018138"	"17"	"229"	"190"	"2"	"9"	"24"
"WBGene00018140"	"341"	"137"	"47"	"115"	"199"	"103"
"WBGene00006104"	"1"	"1"	"0"	"4"	"1"	"0"
"WBGene00002055"	"108"	"125"	"261"	"625"	"871"	"572"
"WBGene00018139"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005751"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044523"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00235329"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005344"	"2"	"0"	"0"	"0"	"0"	"0"
"WBGene00016281"	"45"	"0"	"2"	"68"	"56"	"11"
"WBGene00006111"	"5"	"0"	"0"	"5"	"2"	"0"
"WBGene00016282"	"25"	"0"	"6"	"6"	"0"	"1"
"WBGene00016283"	"68"	"62"	"71"	"24"	"14"	"39"
"WBGene00016284"	"1"	"0"	"0"	"1"	"0"	"1"
"WBGene00005362"	"1"	"1"	"0"	"1"	"0"	"0"
"WBGene00016280"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005630"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005261"	"2"	"0"	"0"	"0"	"0"	"0"
"WBGene00194830"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016285"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044602"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016279"	"3"	"0"	"0"	"0"	"0"	"0"
"WBGene00005453"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005455"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005888"	"0"	"0"	"0"	"2"	"0"	"0"
"WBGene00005890"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005884"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005308"	"5"	"0"	"1"	"0"	"1"	"0"
"WBGene00005875"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005869"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005873"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005454"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005889"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005891"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005885"	"0"	"0"	"1"	"3"	"0"	"0"
"WBGene00005309"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00005863"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005307"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00165274"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005876"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005870"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005871"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005865"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005864"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005886"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005306"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005305"	"2"	"0"	"0"	"0"	"0"	"0"
"WBGene00005868"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005862"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005867"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005872"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005866"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005861"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005859"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005878"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005883"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005882"	"1"	"1"	"0"	"2"	"0"	"0"
"WBGene00219714"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00169108"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019675"	"36"	"1"	"2"	"2"	"1"	"2"
"WBGene00077758"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00019676"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019105"	"88"	"93"	"475"	"8"	"204"	"355"
"WBGene00019104"	"0"	"0"	"36"	"0"	"26"	"33"
"WBGene00019106"	"2"	"0"	"0"	"0"	"0"	"0"
"WBGene00005755"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019107"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019108"	"152"	"26"	"7"	"93"	"8"	"15"
"WBGene00045353"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00077727"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00201230"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00202047"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019103"	"71"	"13"	"3"	"34"	"2"	"3"
"WBGene00016855"	"6"	"6"	"4"	"2"	"3"	"0"
"WBGene00255566"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006271"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00016856"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016857"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005400"	"0"	"0"	"2"	"0"	"0"	"0"
"WBGene00006105"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016858"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00174961"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016854"	"2"	"0"	"0"	"0"	"0"	"0"
"WBGene00016853"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016859"	"0"	"0"	"0"	"0"	"1"	"0"
"WBGene00016852"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016851"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016850"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016849"	"39"	"16"	"15"	"41"	"24"	"27"
"WBGene00016860"	"130"	"40"	"128"	"44"	"48"	"56"
"WBGene00006132"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016861"	"5"	"0"	"1"	"1"	"0"	"0"
"WBGene00022263"	"3"	"2"	"0"	"0"	"0"	"0"
"WBGene00006128"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006131"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006130"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022264"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022265"	"32"	"6"	"0"	"17"	"10"	"0"
"WBGene00022262"	"30"	"8"	"0"	"5"	"1"	"0"
"WBGene00022261"	"4"	"0"	"1"	"0"	"0"	"0"
"WBGene00022266"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006269"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00044524"	"0"	"1"	"0"	"0"	"0"	"0"
"WBGene00022267"	"2"	"0"	"0"	"2"	"5"	"1"
"WBGene00017174"	"1"	"1"	"0"	"6"	"0"	"0"
"WBGene00017173"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00017175"	"34"	"23"	"9"	"19"	"20"	"22"
"WBGene00017172"	"95"	"196"	"104"	"126"	"233"	"123"
"WBGene00016475"	"4"	"0"	"0"	"4"	"0"	"0"
"WBGene00016476"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016477"	"0"	"1"	"0"	"0"	"0"	"0"
"WBGene00016478"	"0"	"0"	"0"	"0"	"1"	"0"
"WBGene00016479"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016480"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016474"	"103"	"67"	"21"	"57"	"49"	"33"
"WBGene00016481"	"10"	"6"	"1"	"3"	"0"	"7"
"WBGene00016483"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016473"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016484"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016472"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00016471"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00016470"	"1"	"0"	"0"	"0"	"0"	"1"
"WBGene00219768"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00002246"	"10"	"3"	"7"	"9"	"5"	"5"
"WBGene00022260"	"277"	"108"	"100"	"143"	"62"	"77"
"WBGene00022259"	"84"	"31"	"29"	"34"	"22"	"22"
"WBGene00235321"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00022258"	"28"	"9"	"4"	"45"	"7"	"10"
"WBGene00044525"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019525"	"44"	"9"	"4"	"23"	"8"	"3"
"WBGene00174280"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00171579"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00202009"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00195611"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00000168"	"364"	"296"	"151"	"431"	"331"	"229"
"WBGene00019526"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019524"	"1"	"1"	"0"	"0"	"0"	"0"
"WBGene00269352"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00019527"	"5"	"6"	"9"	"6"	"12"	"12"
"WBGene00235094"	"376"	"52"	"29"	"155"	"9"	"15"
"WBGene00006084"	"3"	"1"	"0"	"4"	"0"	"1"
"WBGene00005599"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00001771"	"20"	"3"	"5"	"10"	"0"	"3"
"WBGene00005595"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00202284"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00005596"	"0"	"0"	"0"	"0"	"1"	"0"
"WBGene00020875"	"0"	"0"	"0"	"2"	"0"	"0"
"WBGene00006123"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020877"	"1"	"0"	"0"	"0"	"0"	"0"
"WBGene00044526"	"137"	"13"	"4"	"71"	"12"	"4"
"WBGene00020878"	"3"	"1"	"6"	"1"	"7"	"3"
"WBGene00020874"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020873"	"0"	"1"	"4"	"0"	"1"	"2"
"WBGene00020879"	"0"	"1"	"1"	"0"	"0"	"0"
"WBGene00020880"	"2"	"0"	"0"	"0"	"1"	"0"
"WBGene00020881"	"26"	"3"	"1"	"6"	"1"	"6"
"WBGene00020872"	"1"	"0"	"1"	"0"	"0"	"0"
"WBGene00020882"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020871"	"0"	"0"	"0"	"0"	"1"	"0"
"WBGene00167221"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00020870"	"1"	"0"	"0"	"1"	"0"	"0"
"WBGene00020883"	"90"	"47"	"16"	"100"	"19"	"12"
"WBGene00020869"	"85"	"42"	"30"	"80"	"43"	"88"
"WBGene00269355"	"9"	"5"	"5"	"3"	"5"	"11"
"WBGene00006127"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018055"	"1"	"11"	"7"	"2"	"11"	"20"
"WBGene00018057"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018056"	"5"	"5"	"20"	"0"	"6"	"9"
"WBGene00018054"	"5"	"4"	"3"	"2"	"0"	"1"
"WBGene00170353"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00006013"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018058"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018059"	"2"	"0"	"0"	"0"	"0"	"0"
"WBGene00219257"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018053"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00018060"	"52"	"14"	"23"	"17"	"22"	"23"
"WBGene00018061"	"37"	"11"	"8"	"20"	"16"	"10"
"WBGene00018052"	"21"	"9"	"11"	"4"	"9"	"4"
"WBGene00018062"	"1"	"2"	"2"	"0"	"6"	"3"
"WBGene00018063"	"4"	"3"	"4"	"0"	"0"	"3"
"WBGene00194898"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00015882"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00015883"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00015879"	"3"	"2"	"2"	"0"	"1"	"1"
"WBGene00015878"	"4"	"2"	"3"	"0"	"2"	"3"
"WBGene00015884"	"4"	"0"	"0"	"2"	"0"	"1"
"WBGene00015877"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00015885"	"60"	"28"	"10"	"28"	"11"	"8"
"WBGene00015876"	"15"	"8"	"1"	"15"	"18"	"25"
"WBGene00268213"	"0"	"1"	"0"	"0"	"1"	"3"
"WBGene00006126"	"0"	"0"	"1"	"0"	"1"	"0"
"WBGene00015886"	"0"	"1"	"0"	"0"	"0"	"1"
"WBGene00015436"	"0"	"0"	"0"	"1"	"0"	"0"
"WBGene00015437"	"5"	"12"	"4"	"8"	"10"	"2"
"WBGene00015435"	"0"	"1"	"0"	"0"	"1"	"0"
"WBGene00015434"	"5"	"3"	"4"	"3"	"3"	"3"
"WBGene00015433"	"123"	"98"	"20"	"56"	"20"	"18"
"WBGene00006012"	"0"	"0"	"0"	"0"	"0"	"0"
"WBGene00015438"	"2"	"0"	"0"	"0"	"0"	"0"
"WBGene00015439"	"0"	"2"	"1"	"0"	"0"	"3"
